src_ip,dst_ip,src_port,dst_port,protocol,packet_count,duration,avg_packet_size
172.236.180.15,192.168.118.134,123,36103,UDP,1,0,90.0
192.168.118.134,192.168.118.2,56551,53,UDP,1,0,90.0
192.168.118.134,192.168.118.2,33373,53,UDP,2,0.000119,90.0
192.168.118.2,192.168.118.134,53,33373,UDP,2,0.004184,131.0
192.168.118.2,192.168.118.134,53,56551,UDP,1,0,160.0
192.168.118.134,103.102.166.224,54418,443,TCP,10,0.497322,267.2
192.168.118.134,103.102.166.224,54428,443,TCP,10,0.465439,267.2
192.168.118.134,103.102.166.224,54432,443,TCP,9,0.465213,290.89
192.168.118.134,103.102.166.224,54448,443,TCP,9,0.496294,290.89
103.102.166.224,192.168.118.134,443,54428,TCP,11,0.388575,397.82
103.102.166.224,192.168.118.134,443,54418,TCP,11,0.420044,397.82
103.102.166.224,192.168.118.134,443,54448,TCP,10,0.420042,432.3
103.102.166.224,192.168.118.134,443,54432,TCP,10,0.388575,429.9
192.168.118.1,239.255.255.250,60450,1900,UDP,4,3.041758,212.0
192.168.118.134,192.168.118.2,33299,53,UDP,2,0.000420,81.0
192.168.118.134,192.168.118.2,50210,53,UDP,2,0.000215,80.0
192.168.118.2,192.168.118.134,53,50210,UDP,2,0.022173,102.0
192.168.118.2,192.168.118.134,53,33299,UDP,2,0.001497,122.0
192.168.118.134,192.168.118.2,40000,53,UDP,4,128.548989,76.5
192.168.118.2,192.168.118.134,53,40000,UDP,4,128.534020,207.5
192.168.118.134,192.168.118.2,60594,53,UDP,2,0.000088,90.0
192.168.118.2,192.168.118.134,53,60594,UDP,2,0.004221,131.0
192.168.118.134,192.168.118.2,53668,53,UDP,1,0,70.0
192.168.118.134,192.168.118.2,48312,53,UDP,2,0.001225,70.0
192.168.118.134,192.168.118.2,59964,53,UDP,1,0,74.0
192.168.118.134,192.168.118.2,43537,53,UDP,2,0.000186,74.0
192.168.118.2,192.168.118.134,53,48312,UDP,2,0.016638,92.0
192.168.118.2,192.168.118.134,53,43537,UDP,2,0.000002,96.0
192.168.118.134,142.250.193.68,35913,443,UDP,6,0.325662,1294.0
192.168.118.2,192.168.118.134,53,53668,UDP,1,0,95.0
192.168.118.134,142.251.43.110,58686,443,UDP,9,0.315333,561.78
192.168.118.2,192.168.118.134,53,59964,UDP,1,0,99.0
192.168.118.134,142.251.43.110,41016,443,TCP,17,97.625200,183.65
192.168.118.134,142.250.193.68,49362,443,TCP,155,238.110260,149.83
142.251.43.110,192.168.118.134,443,58686,UDP,16,0.356805,798.38
142.250.193.68,192.168.118.134,443,35913,UDP,9,0.202642,890.78
142.251.43.110,192.168.118.134,443,41016,TCP,18,97.531023,529.5
142.250.193.68,192.168.118.134,443,49362,TCP,207,238.005945,1713.44
192.168.118.134,192.168.118.2,48026,53,UDP,2,0.000086,75.0
192.168.118.2,192.168.118.134,53,48026,UDP,2,0.000001,97.0
192.168.118.134,216.58.196.99,51765,443,UDP,147,34.421681,311.59
192.168.118.134,192.168.118.2,38381,53,UDP,1,0,80.0
192.168.118.134,192.168.118.2,34703,53,UDP,2,0.000126,80.0
192.168.118.2,192.168.118.134,53,38381,UDP,1,0,137.0
192.168.118.2,192.168.118.134,53,34703,UDP,2,0.001475,102.0
192.168.118.134,142.250.195.10,50294,443,TCP,11,0.752861,248.36
192.168.118.134,142.250.195.10,50304,443,TCP,20,1.437420,183.35
142.250.195.10,192.168.118.134,443,50294,TCP,11,0.687468,628.45
142.250.195.10,192.168.118.134,443,50304,TCP,20,1.371988,635.95
216.58.196.99,192.168.118.134,443,51765,UDP,961,34.412341,1142.8
192.168.118.134,216.58.196.99,54744,443,TCP,11,0.621944,246.45
192.168.118.134,216.58.196.99,54754,443,TCP,12,0.621705,230.42
192.168.118.134,216.58.196.99,54756,443,TCP,9,0.620759,289.22
192.168.118.134,216.58.196.99,54762,443,TCP,16,171.299116,194.5
192.168.118.134,216.58.196.99,54772,443,TCP,10,0.611399,265.7
192.168.118.134,216.58.196.99,54776,443,TCP,10,0.611696,265.7
216.58.196.99,192.168.118.134,443,54762,TCP,17,171.227627,407.76
216.58.196.99,192.168.118.134,443,54754,TCP,13,0.518401,508.85
216.58.196.99,192.168.118.134,443,54744,TCP,12,0.517781,546.17
216.58.196.99,192.168.118.134,443,54756,TCP,10,0.517464,644.6
216.58.196.99,192.168.118.134,443,54772,TCP,11,0.515665,591.09
216.58.196.99,192.168.118.134,443,54776,TCP,11,0.515980,591.0
192.168.118.134,192.168.118.2,43507,53,UDP,1,0,70.0
192.168.118.2,192.168.118.134,53,43507,UDP,1,0,121.0
192.168.118.134,142.250.183.3,57392,80,TCP,96,237.171032,214.72
192.168.118.134,142.250.183.3,57406,80,TCP,99,237.170760,209.79
142.250.183.3,192.168.118.134,80,57406,TCP,92,237.072594,489.01
142.250.183.3,192.168.118.134,80,57392,TCP,90,237.072591,498.54
192.168.118.134,142.250.195.10,41454,443,UDP,9,0.599600,370.0
142.250.195.10,192.168.118.134,443,41454,UDP,13,0.530749,762.77
192.168.118.134,192.168.118.2,33841,53,UDP,1,0,77.0
192.168.118.134,192.168.118.2,59459,53,UDP,2,0.000055,77.0
192.168.118.2,192.168.118.134,53,59459,UDP,2,0.000001,99.0
192.168.118.134,142.251.43.163,55352,443,TCP,2,0.107894,64.0
192.168.118.134,142.251.43.163,55358,443,TCP,2,0.101709,64.0
192.168.118.134,142.251.43.163,55370,443,TCP,2,0.075382,64.0
192.168.118.2,192.168.118.134,53,33841,UDP,1,0,102.0
192.168.118.134,142.251.43.163,44967,443,UDP,33,30.809415,275.73
192.168.118.134,142.251.43.163,55378,443,TCP,11,0.519822,246.64
192.168.118.134,142.251.43.163,55394,443,TCP,18,134.267395,179.0
192.168.118.134,142.251.43.163,55410,443,TCP,11,0.568826,246.64
142.251.43.163,192.168.118.134,443,55370,TCP,1,0,60.0
142.251.43.163,192.168.118.134,443,55352,TCP,1,0,60.0
142.251.43.163,192.168.118.134,443,55358,TCP,1,0,60.0
192.168.118.134,142.251.43.163,55418,443,TCP,11,0.578127,246.64
142.251.43.163,192.168.118.134,443,44967,UDP,303,30.818703,1242.53
192.168.118.134,142.251.43.163,55426,443,TCP,10,0.462387,265.9
192.168.118.134,142.251.43.163,55438,443,TCP,11,0.462207,246.64
142.251.43.163,192.168.118.134,443,55394,TCP,19,134.201581,374.47
142.251.43.163,192.168.118.134,443,55378,TCP,12,0.437672,546.17
142.251.43.163,192.168.118.134,443,55410,TCP,12,0.486709,546.33
142.251.43.163,192.168.118.134,443,55426,TCP,11,0.383469,590.91
142.251.43.163,192.168.118.134,443,55438,TCP,12,0.383469,546.17
142.251.43.163,192.168.118.134,443,55418,TCP,12,0.471975,546.25
192.168.118.134,192.168.118.2,43228,53,UDP,1,0,75.0
192.168.118.134,192.168.118.2,57158,53,UDP,2,0.000141,75.0
192.168.118.2,192.168.118.134,53,43228,UDP,1,0,124.0
192.168.118.2,192.168.118.134,53,57158,UDP,2,0.003519,293.0
192.168.118.134,192.168.118.2,41018,53,UDP,2,0.000057,83.0
192.168.118.2,192.168.118.134,53,41018,UDP,2,0.000001,267.0
192.168.118.134,142.250.70.78,34378,443,TCP,9,0.489923,289.22
192.168.118.134,142.250.70.78,34390,443,TCP,451,2.861865,64.73
192.168.118.134,142.250.70.78,34394,443,TCP,10,0.442279,265.7
192.168.118.134,142.250.70.78,34398,443,TCP,12,0.451240,230.42
142.250.70.78,192.168.118.134,443,34390,TCP,643,2.811483,3079.33
142.250.70.78,192.168.118.134,443,34394,TCP,11,0.391958,819.73
192.168.118.134,142.250.70.78,34408,443,TCP,10,0.495759,265.7
192.168.118.134,142.250.70.78,34414,443,TCP,10,0.487160,265.7
142.250.70.78,192.168.118.134,443,34378,TCP,10,0.409275,896.3
142.250.70.78,192.168.118.134,443,34398,TCP,13,0.376532,701.92
192.168.118.134,192.168.118.2,37535,53,UDP,2,0.000084,84.0
192.168.118.2,192.168.118.134,53,37535,UDP,2,0.000001,106.0
192.168.118.134,216.58.196.104,48753,443,UDP,70,30.907542,122.67
142.250.70.78,192.168.118.134,443,34408,TCP,11,0.405409,819.73
142.250.70.78,192.168.118.134,443,34414,TCP,11,0.404994,820.27
192.168.118.134,216.58.196.104,40110,443,TCP,16,170.551492,195.06
216.58.196.104,192.168.118.134,443,48753,UDP,500,30.786401,1249.16
216.58.196.104,192.168.118.134,443,40110,TCP,17,170.459381,442.18
192.168.118.134,142.250.70.110,35780,443,UDP,249,30.263758,449.0
142.250.70.110,192.168.118.134,443,35780,UDP,6015,30.180688,1265.65
192.168.118.134,192.168.118.2,38770,53,UDP,1,0,75.0
192.168.118.134,192.168.118.2,42129,53,UDP,2,0.000223,75.0
192.168.118.2,192.168.118.134,53,42129,UDP,2,0.002045,296.0
192.168.118.2,192.168.118.134,53,38770,UDP,1,0,124.0
192.168.118.134,192.168.118.2,36139,53,UDP,2,0.000181,83.0
192.168.118.2,192.168.118.134,53,36139,UDP,2,0.000001,267.0
192.168.118.134,142.250.192.78,34836,443,TCP,11,0.618059,246.45
192.168.118.134,142.250.192.78,34846,443,TCP,19,170.953479,172.32
142.250.192.78,192.168.118.134,443,34836,TCP,11,0.537879,819.73
192.168.118.134,142.250.192.78,34860,443,TCP,12,0.959017,230.42
142.250.192.78,192.168.118.134,443,34846,TCP,19,170.896445,502.95
192.168.118.134,142.250.192.78,34862,443,TCP,13,0.919487,216.85
142.250.192.78,192.168.118.134,443,34860,TCP,12,0.862209,755.92
192.168.118.134,192.168.118.2,47157,53,UDP,1,0,84.0
192.168.118.134,192.168.118.2,59265,53,UDP,2,0.000058,84.0
192.168.118.2,192.168.118.134,53,59265,UDP,2,0.001446,106.0
192.168.118.2,192.168.118.134,53,47157,UDP,1,0,141.0
192.168.118.134,172.217.24.238,45368,443,TCP,22,0.812833,165.82
192.168.118.134,172.217.24.238,45378,443,TCP,10,0.477460,266.6
142.250.192.78,192.168.118.134,443,34862,TCP,13,0.837681,701.85
172.217.24.238,192.168.118.134,443,45378,TCP,11,0.387158,644.55
172.217.24.238,192.168.118.134,443,45368,TCP,25,0.721478,1185.12
192.168.118.134,142.250.183.3,57416,80,TCP,91,234.566532,209.33
142.250.183.3,192.168.118.134,80,57416,TCP,84,234.483274,490.71
192.168.118.134,172.217.24.238,45366,443,UDP,33,30.241587,303.03
172.217.24.238,192.168.118.134,443,45366,UDP,39,30.271131,332.82
192.168.118.134,192.168.118.2,58486,53,UDP,1,0,87.0
192.168.118.134,192.168.118.2,44266,53,UDP,2,0.000049,87.0
192.168.118.134,192.168.118.2,37263,53,UDP,1,0,82.0
192.168.118.134,192.168.118.2,42208,53,UDP,2,0.000082,82.0
192.168.118.2,192.168.118.134,53,44266,UDP,2,0.000001,109.0
192.168.118.2,192.168.118.134,53,58486,UDP,1,0,112.0
192.168.118.134,142.250.183.226,51330,443,TCP,2,0.082754,64.0
192.168.118.134,142.250.183.226,51336,443,TCP,2,0.074405,64.0
192.168.118.2,192.168.118.134,53,37263,UDP,1,0,142.0
192.168.118.2,192.168.118.134,53,42208,UDP,2,0.000001,104.0
192.168.118.134,142.250.183.226,48001,443,UDP,42,1.159082,190.5
192.168.118.134,142.251.43.102,55730,443,TCP,8,0.554498,294.88
192.168.118.134,142.251.43.102,55746,443,TCP,10,0.519262,266.4
192.168.118.134,142.251.43.102,55754,443,TCP,17,0.995012,210.65
192.168.118.134,142.251.43.102,55766,443,TCP,11,0.616785,247.09
192.168.118.134,142.251.43.102,55774,443,TCP,11,0.496260,247.09
192.168.118.134,142.250.183.226,51352,443,TCP,10,0.800546,266.9
192.168.118.134,142.250.183.226,51362,443,TCP,18,147.512312,179.56
192.168.118.134,142.250.183.226,51364,443,TCP,11,0.869016,247.55
142.251.43.102,192.168.118.134,443,55754,TCP,18,0.936536,437.0
142.250.183.226,192.168.118.134,443,51336,TCP,1,0,60.0
142.251.43.102,192.168.118.134,443,55746,TCP,10,0.452616,666.3
142.251.43.102,192.168.118.134,443,55730,TCP,8,0.479497,737.0
142.250.183.226,192.168.118.134,443,48001,UDP,52,1.098197,286.92
142.250.183.226,192.168.118.134,443,51330,TCP,1,0,60.0
142.251.43.102,192.168.118.134,443,55766,TCP,11,0.550823,610.36
192.168.118.134,142.250.183.226,51372,443,TCP,11,0.866250,247.55
142.251.43.102,192.168.118.134,443,55774,TCP,11,0.417916,610.64
142.250.183.226,192.168.118.134,443,51352,TCP,10,0.729625,669.9
142.250.183.226,192.168.118.134,443,51364,TCP,11,0.807109,613.91
142.250.183.226,192.168.118.134,443,51362,TCP,18,147.435488,406.33
142.250.183.226,192.168.118.134,443,51372,TCP,11,0.800281,614.55
192.168.118.134,142.250.183.3,57426,80,TCP,88,232.871845,205.05
192.168.118.134,142.250.183.3,57442,80,TCP,87,232.868746,206.71
142.250.183.3,192.168.118.134,80,57426,TCP,81,232.796693,479.59
142.250.183.3,192.168.118.134,80,57442,TCP,80,232.796209,484.84
192.168.118.134,142.251.43.102,41714,443,UDP,10,0.502311,458.0
142.251.43.102,192.168.118.134,443,41714,UDP,12,0.444759,807.67
192.168.118.134,192.168.118.2,58885,53,UDP,1,0,74.0
192.168.118.134,192.168.118.2,46332,53,UDP,2,0.000074,74.0
192.168.118.2,192.168.118.134,53,46332,UDP,2,0.000001,96.0
192.168.118.134,142.250.193.68,38754,443,TCP,2,0.060065,64.0
192.168.118.2,192.168.118.134,53,58885,UDP,1,0,99.0
192.168.118.134,142.250.193.68,38764,443,TCP,72,145.756113,99.46
142.250.193.68,192.168.118.134,443,38754,TCP,1,0,60.0
192.168.118.134,142.250.193.68,38772,443,TCP,11,0.617923,246.36
142.250.193.68,192.168.118.134,443,38764,TCP,79,145.685120,1853.19
192.168.118.134,142.250.193.68,38780,443,TCP,12,0.582285,230.33
142.250.193.68,192.168.118.134,443,38772,TCP,11,0.550875,588.73
142.250.193.68,192.168.118.134,443,38780,TCP,12,0.522387,544.25
192.168.118.134,142.250.193.68,38786,443,TCP,10,0.440895,265.6
192.168.118.134,142.250.193.68,38798,443,TCP,9,0.483742,289.11
142.250.193.68,192.168.118.134,443,38786,TCP,11,0.374480,588.82
142.250.193.68,192.168.118.134,443,38798,TCP,10,0.407869,642.2
192.168.118.134,142.250.193.68,38802,443,TCP,10,0.488774,265.6
142.250.193.68,192.168.118.134,443,38802,TCP,11,0.415835,588.91
192.168.118.134,192.168.118.2,54778,53,UDP,1,0,75.0
192.168.118.134,192.168.118.2,47136,53,UDP,2,0.000001,75.0
192.168.118.2,192.168.118.134,53,47136,UDP,2,0.000088,97.0
192.168.118.2,192.168.118.134,53,54778,UDP,1,0,132.0
192.168.118.134,216.58.196.99,54814,443,TCP,43,96.801235,113.49
216.58.196.99,192.168.118.134,443,54814,TCP,61,96.723670,1912.54
192.168.118.1,192.168.118.255,138,138,UDP,1,0,243.0
192.168.118.134,192.168.118.2,49297,53,UDP,1,0,82.0
192.168.118.134,192.168.118.2,39685,53,UDP,2,0.000056,82.0
192.168.118.2,192.168.118.134,53,39685,UDP,2,0.005417,266.0
192.168.118.2,192.168.118.134,53,49297,UDP,1,0,139.0
192.168.118.134,142.250.192.251,39584,443,TCP,11,0.641248,248.55
192.168.118.134,142.250.192.251,39592,443,TCP,12,0.640728,232.33
192.168.118.134,142.250.192.251,39606,443,TCP,11,0.608509,248.55
192.168.118.134,142.250.192.251,39620,443,TCP,10,0.640709,268.0
192.168.118.134,142.250.192.251,39622,443,TCP,11,0.640111,248.55
192.168.118.134,142.250.192.251,39632,443,TCP,69,1.563255,101.78
142.250.192.251,192.168.118.134,443,39592,TCP,12,0.572131,549.25
142.250.192.251,192.168.118.134,443,39632,TCP,84,1.487501,3127.13
142.250.192.251,192.168.118.134,443,39606,TCP,11,0.523364,594.27
142.250.192.251,192.168.118.134,443,39620,TCP,10,0.555684,648.2
142.250.192.251,192.168.118.134,443,39622,TCP,11,0.555683,594.27
142.250.192.251,192.168.118.134,443,39584,TCP,11,0.555834,594.18
192.168.118.134,142.250.192.251,45078,443,UDP,8,0.513596,406.25
142.250.192.251,192.168.118.134,443,45078,UDP,12,0.407686,787.75
192.168.118.134,192.168.118.2,59881,53,UDP,1,0,80.0
192.168.118.134,192.168.118.2,44224,53,UDP,2,0.000097,80.0
192.168.118.2,192.168.118.134,53,59881,UDP,1,0,142.0
192.168.118.2,192.168.118.134,53,44224,UDP,2,0.003129,264.0
192.168.118.134,192.168.118.2,57404,53,UDP,2,0.000077,80.0
192.168.118.134,192.168.118.2,46076,53,UDP,1,0,80.0
192.168.118.2,192.168.118.134,53,57404,UDP,2,0.003857,135.0
192.168.118.2,192.168.118.134,53,46076,UDP,1,0,129.0
192.168.118.134,140.82.114.22,54628,443,TCP,26,122.683767,266.12
192.168.118.134,140.82.114.22,54640,443,TCP,11,1.641433,246.91
140.82.114.22,192.168.118.134,443,54628,TCP,28,122.349783,327.46
140.82.114.22,192.168.118.134,443,54640,TCP,12,1.324011,547.58
192.168.118.134,192.168.118.2,54281,53,UDP,1,0,77.0
192.168.118.134,192.168.118.2,51208,53,UDP,2,0.000149,77.0
192.168.118.2,192.168.118.134,53,51208,UDP,2,0.003402,195.0
192.168.118.134,185.199.110.153,33758,443,TCP,21,172.186180,196.52
185.199.110.153,192.168.118.134,443,33758,TCP,23,172.107697,594.13
192.168.118.2,192.168.118.134,53,54281,UDP,1,0,191.0
192.168.118.134,192.168.118.2,60487,53,UDP,1,0,69.0
192.168.118.134,192.168.118.2,45918,53,UDP,2,0.000055,69.0
192.168.118.134,192.168.118.2,50133,53,UDP,2,84.584708,87.0
192.168.118.134,192.168.118.2,42975,53,UDP,2,0.000057,93.0
192.168.118.2,192.168.118.134,53,60487,UDP,1,0,114.0
192.168.118.2,192.168.118.134,53,45918,UDP,2,0.002887,99.0
192.168.118.2,192.168.118.134,53,42975,UDP,2,0.000001,181.0
192.168.118.134,104.18.0.22,45201,443,UDP,13,3.522091,325.62
192.168.118.2,192.168.118.134,53,50133,UDP,2,86.771592,149.5
192.168.118.134,185.199.109.133,36570,443,TCP,200,225.206793,133.37
192.168.118.134,104.18.0.22,48606,443,TCP,17,171.199440,185.88
185.199.109.133,192.168.118.134,443,36570,TCP,256,225.137794,2666.14
104.18.0.22,192.168.118.134,443,45201,UDP,71,3.447855,1095.58
104.18.0.22,192.168.118.134,443,48606,TCP,18,171.142810,286.17
192.168.118.134,192.168.118.2,60948,53,UDP,1,0,75.0
192.168.118.134,192.168.118.2,54910,53,UDP,2,0.000123,75.0
192.168.118.2,192.168.118.134,53,54910,UDP,2,0.004025,163.0
192.168.118.2,192.168.118.134,53,60948,UDP,1,0,159.0
192.168.118.134,185.199.108.154,33306,443,TCP,742,216.752914,300.46
192.168.118.134,185.199.108.154,33308,443,TCP,10,0.375129,265.7
185.199.108.154,192.168.118.134,443,33308,TCP,10,0.264425,759.7
185.199.108.154,192.168.118.134,443,33306,TCP,955,216.641968,2859.8
192.168.118.134,192.168.118.2,35877,53,UDP,2,0.000234,84.0
192.168.118.134,192.168.118.2,51297,53,UDP,1,0,84.0
192.168.118.2,192.168.118.134,53,35877,UDP,2,0.008633,125.0
192.168.118.2,192.168.118.134,53,51297,UDP,1,0,154.0
192.168.118.134,103.102.166.224,48408,443,TCP,11,0.518647,247.27
192.168.118.134,103.102.166.224,48410,443,TCP,12,0.518672,231.17
103.102.166.224,192.168.118.134,443,48410,TCP,13,0.433655,345.38
103.102.166.224,192.168.118.134,443,48408,TCP,12,0.433372,369.17
192.168.118.134,192.168.118.2,52107,53,UDP,1,0,77.0
192.168.118.134,192.168.118.2,47938,53,UDP,2,0.000079,77.0
192.168.118.2,192.168.118.134,53,52107,UDP,1,0,157.0
192.168.118.2,192.168.118.134,53,47938,UDP,2,0.000001,128.0
192.168.118.134,103.102.166.224,48414,443,TCP,9,0.603017,289.44
192.168.118.134,103.102.166.224,48420,443,TCP,11,0.602673,246.64
103.102.166.224,192.168.118.134,443,48420,TCP,12,0.483116,369.08
103.102.166.224,192.168.118.134,443,48414,TCP,10,0.483613,430.7
192.168.118.134,192.168.118.2,41886,53,UDP,2,0.000370,78.0
192.168.118.2,192.168.118.134,53,41886,UDP,2,0.001758,119.0
192.168.118.134,192.168.118.2,56130,53,UDP,1,0,79.0
192.168.118.134,192.168.118.2,51833,53,UDP,2,0.000001,79.0
192.168.118.2,192.168.118.134,53,56130,UDP,1,0,129.0
192.168.118.2,192.168.118.134,53,51833,UDP,2,0.000001,101.0
192.168.118.134,142.250.193.46,42978,443,TCP,10,0.622120,266.1
192.168.118.134,142.250.193.46,42982,443,TCP,32,1.291783,178.47
142.250.193.46,192.168.118.134,443,42982,TCP,43,1.186614,2933.72
142.250.193.46,192.168.118.134,443,42978,TCP,11,0.500981,819.73
192.168.118.134,142.250.193.46,54137,443,UDP,11,4.337950,504.27
142.250.193.46,192.168.118.134,443,54137,UDP,19,4.357489,708.63
192.168.118.134,192.168.118.2,59574,53,UDP,2,0.000092,85.0
192.168.118.2,192.168.118.134,53,59574,UDP,2,0.003589,136.0
192.168.118.134,142.250.182.97,34965,443,UDP,7,0.322096,450.57
192.168.118.134,192.168.118.2,32962,53,UDP,1,0,84.0
192.168.118.134,192.168.118.2,56257,53,UDP,2,0.000069,84.0
142.250.182.97,192.168.118.134,443,34965,UDP,15,0.234217,1004.27
192.168.118.2,192.168.118.134,53,56257,UDP,2,0.001248,302.0
192.168.118.2,192.168.118.134,53,32962,UDP,1,0,133.0
192.168.118.134,142.250.70.78,53692,443,TCP,9,0.450236,290.22
192.168.118.134,142.250.70.78,53706,443,TCP,9,0.450115,290.22
192.168.118.134,142.250.70.78,53708,443,TCP,9,0.450118,290.22
142.250.70.78,192.168.118.134,443,53692,TCP,10,0.382256,896.3
142.250.70.78,192.168.118.134,443,53706,TCP,10,0.381841,896.3
142.250.70.78,192.168.118.134,443,53708,TCP,10,0.381947,896.3
192.168.118.134,142.250.76.206,46940,443,UDP,9,0.320926,384.67
142.250.76.206,192.168.118.134,443,46940,UDP,14,0.250101,869.21
192.168.118.134,192.168.118.2,55042,53,UDP,2,0.000131,88.0
192.168.118.134,192.168.118.2,54518,53,UDP,1,0,75.0
192.168.118.134,192.168.118.2,50805,53,UDP,2,0.000039,75.0
192.168.118.134,192.168.118.2,42888,53,UDP,1,0,84.0
192.168.118.2,192.168.118.134,53,55042,UDP,2,0.000003,110.0
192.168.118.2,192.168.118.134,53,54518,UDP,1,0,146.0
192.168.118.2,192.168.118.134,53,50805,UDP,2,0.000000,118.0
192.168.118.2,192.168.118.134,53,42888,UDP,1,0,133.0
192.168.118.134,192.168.118.2,54643,53,UDP,2,0.000122,84.0
192.168.118.2,192.168.118.134,53,54643,UDP,2,0.000001,305.0
192.168.118.134,142.251.223.138,40482,443,UDP,25,3.202985,557.76
192.168.118.134,142.251.223.138,35900,443,UDP,19,2.794874,374.11
192.168.118.134,142.250.183.14,35628,443,TCP,12,0.780769,230.42
192.168.118.134,192.168.118.2,47799,53,UDP,2,0.000059,83.0
192.168.118.134,142.250.183.14,35630,443,TCP,35,1.078169,175.4
192.168.118.134,142.250.70.78,53718,443,TCP,227,74.475420,325.48
192.168.118.2,192.168.118.134,53,47799,UDP,2,0.000001,267.0
192.168.118.134,142.250.76.206,56412,443,TCP,18,170.989178,179.39
192.168.118.134,142.251.223.138,59808,443,TCP,19,126.260560,173.84
142.250.70.78,192.168.118.134,443,53718,TCP,355,74.394610,2426.46
142.250.76.206,192.168.118.134,443,56412,TCP,18,170.912445,527.94
142.250.183.14,192.168.118.134,443,35628,TCP,12,0.669969,545.5
142.250.183.14,192.168.118.134,443,35630,TCP,56,0.975475,2194.05
142.251.223.138,192.168.118.134,443,40482,UDP,34,3.185139,544.85
142.251.223.138,192.168.118.134,443,35900,UDP,28,2.766273,605.57
142.251.223.138,192.168.118.134,443,59808,TCP,20,126.170382,637.3
192.168.118.134,142.250.183.14,35642,443,TCP,10,0.647417,265.7
142.250.183.14,192.168.118.134,443,35642,TCP,10,0.559686,643.2
192.168.118.134,142.250.183.14,51692,443,UDP,19,1.294215,391.47
142.250.183.14,192.168.118.134,443,51692,UDP,45,1.268843,1055.16
192.168.118.134,192.168.118.2,51150,53,UDP,2,0.000066,75.0
192.168.118.2,192.168.118.134,53,51150,UDP,2,0.000296,97.0
192.168.118.134,172.217.24.238,33383,443,UDP,100,134.310767,513.2
192.168.118.134,172.217.24.238,55176,443,UDP,12,0.456660,317.67
192.168.118.134,172.217.24.238,44266,443,TCP,16,94.012711,192.06
192.168.118.134,192.168.118.2,48527,53,UDP,1,0,91.0
192.168.118.134,192.168.118.2,44323,53,UDP,2,0.000103,91.0
172.217.24.238,192.168.118.134,443,33383,UDP,109,134.346893,287.14
172.217.24.238,192.168.118.134,443,55176,UDP,17,0.345581,741.35
192.168.118.2,192.168.118.134,53,48527,UDP,1,0,141.0
192.168.118.2,192.168.118.134,53,44323,UDP,2,0.011210,113.0
172.217.24.238,192.168.118.134,443,44266,TCP,17,93.928762,557.47
192.168.118.134,142.250.76.74,56198,443,TCP,11,0.416469,249.36
192.168.118.134,142.250.76.74,56200,443,TCP,14,0.658680,352.5
192.168.118.134,192.168.118.2,57113,53,UDP,1,0,71.0
192.168.118.134,192.168.118.2,55505,53,UDP,2,0.000066,71.0
142.250.76.74,192.168.118.134,443,56200,TCP,17,0.597817,795.12
192.168.118.2,192.168.118.134,53,55505,UDP,2,0.000001,207.0
192.168.118.2,192.168.118.134,53,57113,UDP,1,0,128.0
192.168.118.134,172.253.118.119,42192,443,TCP,10,0.525110,265.3
192.168.118.134,172.253.118.119,42198,443,TCP,27,0.888191,159.74
142.250.76.74,192.168.118.134,443,56198,TCP,12,0.343698,1011.17
192.168.118.134,192.168.118.2,36443,53,UDP,1,0,73.0
192.168.118.134,192.168.118.2,42575,53,UDP,2,0.000060,73.0
192.168.118.2,192.168.118.134,53,36443,UDP,1,0,130.0
192.168.118.2,192.168.118.134,53,42575,UDP,2,0.004201,217.0
192.168.118.134,142.251.10.132,34836,443,TCP,12,0.490907,230.25
192.168.118.134,142.251.10.132,34852,443,TCP,20,0.728194,184.0
172.253.118.119,192.168.118.134,443,42198,TCP,30,0.828250,1420.73
172.253.118.119,192.168.118.134,443,42192,TCP,10,0.459342,687.8
142.251.10.132,192.168.118.134,443,34852,TCP,23,0.643064,671.04
142.251.10.132,192.168.118.134,443,34836,TCP,13,0.399581,919.0
192.168.118.134,142.250.76.74,54485,443,UDP,17,0.870962,566.71
142.250.76.74,192.168.118.134,443,54485,UDP,24,0.902560,731.25
192.168.118.134,142.251.10.132,48625,443,UDP,7,0.275394,451.71
192.168.118.134,172.253.118.119,37092,443,UDP,8,0.361484,406.5
172.253.118.119,192.168.118.134,443,37092,UDP,12,0.306983,827.08
142.251.10.132,192.168.118.134,443,48625,UDP,15,0.190350,1004.07
192.168.118.134,192.168.118.2,33394,53,UDP,2,0.000091,79.0
192.168.118.2,192.168.118.134,53,33394,UDP,2,0.000001,101.0
192.168.118.134,74.125.24.84,52562,443,UDP,11,0.257375,537.0
74.125.24.84,192.168.118.134,443,52562,UDP,19,0.275699,782.58
192.168.118.134,74.125.24.84,49696,443,TCP,19,170.821508,172.53
74.125.24.84,192.168.118.134,443,49696,TCP,20,170.754835,354.95
192.168.118.134,192.168.118.2,52075,53,UDP,1,0,81.0
192.168.118.134,192.168.118.2,56736,53,UDP,2,0.000067,81.0
192.168.118.2,192.168.118.134,53,52075,UDP,1,0,174.0
192.168.118.2,192.168.118.134,53,56736,UDP,2,0.003445,265.0
192.168.118.134,142.251.223.202,58930,443,TCP,10,0.372461,267.9
192.168.118.134,142.251.223.202,58934,443,TCP,9,0.343769,291.67
192.168.118.134,142.251.223.202,58938,443,TCP,10,0.338812,267.9
