src_ip,dst_ip,src_port,dst_port,protocol,packet_count,duration,avg_packet_size
142.251.223.202,192.168.118.134,443,58938,TCP,11,0.278860,628.55
142.251.223.202,192.168.118.134,443,58934,TCP,10,0.283264,685.9
142.251.223.202,192.168.118.134,443,58930,TCP,11,0.301148,628.45
192.168.118.134,142.251.223.202,42126,443,UDP,9,0.275986,384.89
142.251.223.202,192.168.118.134,443,42126,UDP,12,0.199054,821.08
192.168.118.134,192.168.118.2,60120,53,UDP,1,0,85.0
192.168.118.134,192.168.118.2,33975,53,UDP,2,0.000071,85.0
192.168.118.134,192.168.118.2,36028,53,UDP,1,0,75.0
192.168.118.134,192.168.118.2,40759,53,UDP,2,0.000002,75.0
192.168.118.2,192.168.118.134,53,33975,UDP,2,0.000001,157.0
192.168.118.134,192.168.118.2,56568,53,UDP,1,0,77.0
192.168.118.134,192.168.118.2,48315,53,UDP,2,0.000547,77.0
192.168.118.2,192.168.118.134,53,60120,UDP,1,0,171.0
192.168.118.2,192.168.118.134,53,40759,UDP,2,0.003040,97.0
192.168.118.134,192.168.118.2,48159,53,UDP,2,0.000178,74.0
192.168.118.134,142.250.182.97,55622,443,TCP,17,171.122419,186.82
192.168.118.2,192.168.118.134,53,36028,UDP,1,0,132.0
192.168.118.2,192.168.118.134,53,48315,UDP,2,0.001163,99.0
192.168.118.2,192.168.118.134,53,56568,UDP,1,0,102.0
192.168.118.134,172.217.24.227,41956,443,TCP,17,105.145741,183.94
192.168.118.134,142.250.183.227,58203,443,UDP,7,0.203450,451.57
192.168.118.2,192.168.118.134,53,48159,UDP,2,0.000002,117.0
192.168.118.134,172.217.24.78,58892,443,UDP,14,0.383733,393.64
192.168.118.134,172.217.24.78,59968,443,TCP,20,135.450028,166.35
142.250.182.97,192.168.118.134,443,55622,TCP,17,171.050424,721.88
142.250.183.227,192.168.118.134,443,58203,UDP,11,0.130775,853.45
172.217.24.227,192.168.118.134,443,41956,TCP,18,105.070727,389.78
172.217.24.78,192.168.118.134,443,58892,UDP,34,0.398742,1025.65
172.217.24.78,192.168.118.134,443,59968,TCP,21,135.383542,463.71
192.168.118.134,192.168.118.2,60827,53,UDP,2,0.000103,70.0
192.168.118.2,192.168.118.134,53,60827,UDP,2,0.008936,92.0
192.168.118.134,192.168.118.2,43975,53,UDP,1,0,87.0
192.168.118.2,192.168.118.134,53,43975,UDP,1,0,157.0
192.168.118.134,192.168.118.2,38633,53,UDP,1,0,93.0
192.168.118.2,192.168.118.134,53,38633,UDP,1,0,86.0
192.168.118.134,192.168.118.2,53392,53,UDP,2,0.000126,70.0
192.168.118.2,192.168.118.134,53,53392,UDP,2,0.007476,92.0
192.168.118.134,20.207.73.82,50244,443,TCP,61,1.785392,87.31
20.207.73.82,192.168.118.134,443,50244,TCP,122,1.684980,4794.89
192.168.118.1,239.255.255.250,62693,1900,UDP,4,3.031260,212.0
192.168.118.134,192.168.118.2,44767,53,UDP,3,20.258904,80.33
192.168.118.2,192.168.118.134,53,44767,UDP,3,20.253561,119.67
192.168.118.134,192.168.118.2,49536,53,UDP,2,0.000107,75.0
192.168.118.134,192.168.118.2,57146,53,UDP,1,0,74.0
192.168.118.134,192.168.118.2,53690,53,UDP,2,0.000141,74.0
192.168.118.2,192.168.118.134,53,49536,UDP,2,0.018792,97.0
192.168.118.2,192.168.118.134,53,57146,UDP,1,0,99.0
192.168.118.2,192.168.118.134,53,53690,UDP,2,0.002700,96.0
192.168.118.134,192.168.118.2,34895,53,UDP,2,0.000125,75.0
192.168.118.2,192.168.118.134,53,34895,UDP,2,0.000001,97.0
192.168.118.134,216.58.196.99,44469,443,UDP,270,56.251126,214.73
192.168.118.134,216.58.196.99,44115,443,UDP,13,53.955951,319.15
216.58.196.99,192.168.118.134,443,44469,UDP,1181,56.144195,1160.65
192.168.118.134,192.168.118.2,60999,53,UDP,2,0.000189,84.0
192.168.118.134,216.58.196.104,58501,443,UDP,5,0.252773,845.2
216.58.196.99,192.168.118.134,443,44115,UDP,17,53.963224,669.29
192.168.118.2,192.168.118.134,53,60999,UDP,2,0.002824,106.0
216.58.196.104,192.168.118.134,443,58501,UDP,9,0.171092,589.56
192.168.118.134,192.168.118.2,50254,53,UDP,1,0,71.0
192.168.118.134,192.168.118.2,33057,53,UDP,2,0.000002,71.0
192.168.118.2,192.168.118.134,53,50254,UDP,1,0,145.0
192.168.118.2,192.168.118.134,53,33057,UDP,2,0.003551,159.0
192.168.118.134,216.239.34.21,37296,443,TCP,9,0.825361,288.78
192.168.118.134,216.239.34.21,37310,443,TCP,10,2.854227,265.3
192.168.118.134,216.239.34.21,37318,443,TCP,134,142.318685,100.32
216.239.34.21,192.168.118.134,443,37296,TCP,10,0.730366,516.4
216.239.34.21,192.168.118.134,443,37318,TCP,190,142.223727,2463.95
216.239.34.21,192.168.118.134,443,37310,TCP,10,2.759115,516.4
192.168.118.134,192.168.118.2,54075,53,UDP,2,0.000065,73.0
192.168.118.2,192.168.118.134,53,54075,UDP,2,0.001543,95.0
192.168.118.134,216.239.32.29,57796,443,TCP,21,1.709668,174.48
192.168.118.134,216.239.32.29,57798,443,TCP,11,0.844392,246.27
192.168.118.134,216.239.32.29,57804,443,TCP,10,0.844269,265.5
216.239.32.29,192.168.118.134,443,57804,TCP,10,0.769067,643.2
216.239.32.29,192.168.118.134,443,57798,TCP,11,0.768690,590.27
216.239.32.29,192.168.118.134,443,57796,TCP,25,1.633865,1638.52
192.168.118.134,192.168.118.2,46429,53,UDP,1,0,80.0
192.168.118.134,192.168.118.2,35728,53,UDP,2,0.000103,80.0
192.168.118.134,192.168.118.2,53688,53,UDP,1,0,75.0
192.168.118.134,192.168.118.2,50220,53,UDP,2,0.000134,75.0
192.168.118.2,192.168.118.134,53,50220,UDP,2,0.000002,97.0
192.168.118.134,216.58.196.99,48984,443,TCP,24,1.028584,163.42
192.168.118.2,192.168.118.134,53,46429,UDP,1,0,137.0
192.168.118.2,192.168.118.134,53,35728,UDP,2,0.000001,102.0
192.168.118.134,142.250.193.138,44914,443,TCP,21,0.928195,180.38
192.168.118.134,142.250.193.138,44926,443,TCP,11,0.708325,248.36
192.168.118.134,142.250.193.138,44936,443,TCP,10,0.768348,267.8
192.168.118.134,142.250.193.138,44948,443,TCP,11,0.767977,248.36
192.168.118.134,192.168.118.2,37468,53,UDP,1,0,82.0
192.168.118.134,192.168.118.2,56464,53,UDP,2,0.000091,82.0
192.168.118.2,192.168.118.134,53,53688,UDP,1,0,132.0
192.168.118.134,216.58.196.99,48986,443,TCP,10,0.748043,265.7
192.168.118.2,192.168.118.134,53,56464,UDP,2,0.000002,266.0
192.168.118.2,192.168.118.134,53,37468,UDP,1,0,139.0
192.168.118.134,142.250.193.155,38316,443,TCP,11,1.065885,248.55
192.168.118.134,142.250.193.155,38326,443,TCP,92,1.948339,90.7
192.168.118.134,216.58.196.99,48992,443,TCP,10,0.705152,265.7
142.250.193.138,192.168.118.134,443,44914,TCP,21,0.829803,633.86
216.58.196.99,192.168.118.134,443,48984,TCP,30,0.923001,1266.77
142.250.193.138,192.168.118.134,443,44926,TCP,11,0.609951,628.55
142.250.193.138,192.168.118.134,443,44936,TCP,10,0.641669,685.9
216.58.196.99,192.168.118.134,443,48986,TCP,10,0.640903,644.8
142.250.193.138,192.168.118.134,443,44948,TCP,11,0.640552,628.45
142.250.193.155,192.168.118.134,443,38326,TCP,144,1.837871,2908.27
142.250.193.155,192.168.118.134,443,38316,TCP,11,0.955152,594.18
216.58.196.99,192.168.118.134,443,48992,TCP,10,0.578181,644.7
192.168.118.134,192.168.118.2,60906,53,UDP,1,0,84.0
192.168.118.134,192.168.118.2,33544,53,UDP,2,0.000032,84.0
192.168.118.2,192.168.118.134,53,33544,UDP,2,0.000001,106.0
192.168.118.134,172.217.26.40,49692,443,TCP,10,0.841181,266.6
192.168.118.2,192.168.118.134,53,60906,UDP,1,0,141.0
192.168.118.134,172.217.26.40,49704,443,TCP,49,1.278914,103.9
172.217.26.40,192.168.118.134,443,49692,TCP,10,0.737679,703.1
172.217.26.40,192.168.118.134,443,49704,TCP,61,1.180209,2240.51
192.168.118.134,192.168.118.2,55050,53,UDP,2,0.000207,81.0
192.168.118.134,216.239.32.29,52281,443,UDP,10,0.796281,340.6
192.168.118.134,192.168.118.2,50938,53,UDP,1,0,75.0
192.168.118.134,192.168.118.2,35537,53,UDP,2,0.000159,75.0
192.168.118.134,192.168.118.2,33528,53,UDP,1,0,80.0
192.168.118.2,192.168.118.134,53,35537,UDP,2,0.000001,97.0
192.168.118.134,192.168.118.2,48868,53,UDP,2,0.000058,80.0
192.168.118.134,216.58.196.99,49004,443,TCP,10,0.805482,265.7
192.168.118.134,216.58.196.99,49012,443,TCP,100,1.431849,116.97
192.168.118.134,216.58.196.99,49022,443,TCP,12,1.024914,230.42
192.168.118.2,192.168.118.134,53,48868,UDP,2,0.000000,102.0
192.168.118.134,142.250.193.138,44952,443,TCP,22,1.349025,178.45
192.168.118.134,142.250.193.138,44964,443,TCP,10,1.132005,267.8
192.168.118.2,192.168.118.134,53,50938,UDP,1,0,132.0
216.239.32.29,192.168.118.134,443,52281,UDP,14,0.724853,688.29
192.168.118.2,192.168.118.134,53,33528,UDP,1,0,137.0
192.168.118.134,216.58.196.99,49034,443,TCP,11,0.721796,246.45
192.168.118.134,216.58.196.99,49046,443,TCP,11,0.973119,246.45
192.168.118.134,216.58.196.99,49058,443,TCP,11,0.972141,246.45
192.168.118.134,142.250.193.138,44980,443,TCP,10,0.940569,267.8
192.168.118.134,142.250.193.138,44992,443,TCP,12,1.004991,232.17
192.168.118.134,142.250.193.138,39551,443,UDP,6,0.255874,728.5
216.58.196.99,192.168.118.134,443,49022,TCP,12,0.914578,546.33
216.58.196.99,192.168.118.134,443,49012,TCP,148,1.321522,2395.79
192.168.118.134,216.58.196.99,40718,443,UDP,5,0.234774,845.0
142.250.193.138,192.168.118.134,443,44952,TCP,24,1.226646,630.75
142.250.193.138,192.168.118.134,443,44964,TCP,10,1.009852,686.0
142.250.193.138,192.168.118.134,443,44980,TCP,10,0.866740,686.0
216.58.196.99,192.168.118.134,443,49034,TCP,11,0.647087,590.91
216.58.196.99,192.168.118.134,443,49004,TCP,10,0.678064,644.7
216.58.196.99,192.168.118.134,443,49058,TCP,11,0.897717,591.55
142.250.193.138,192.168.118.134,443,44992,TCP,12,0.931113,581.17
216.58.196.99,192.168.118.134,443,49046,TCP,11,0.867675,591.0
142.250.193.138,192.168.118.134,443,39551,UDP,11,0.155502,945.64
216.58.196.99,192.168.118.134,443,40718,UDP,9,0.124721,588.22
192.168.118.134,192.168.118.2,37454,53,UDP,1,0,77.0
192.168.118.134,192.168.118.2,33708,53,UDP,2,0.000157,77.0
192.168.118.2,192.168.118.134,53,33708,UDP,2,0.000000,99.0
192.168.118.134,142.250.183.227,49268,443,TCP,2,0.078981,64.0
192.168.118.134,142.250.183.227,49280,443,TCP,2,0.078907,64.0
192.168.118.134,142.250.183.227,49290,443,TCP,2,0.110846,64.0
192.168.118.2,192.168.118.134,53,37454,UDP,1,0,102.0
192.168.118.134,142.250.183.227,36975,443,UDP,11,0.258249,619.27
192.168.118.134,216.58.196.99,59035,443,UDP,7,0.182386,624.71
192.168.118.134,142.250.183.227,49298,443,TCP,12,0.685252,230.58
192.168.118.134,142.250.183.227,49314,443,TCP,12,0.717184,230.58
192.168.118.134,142.250.183.227,49328,443,TCP,17,140.166788,186.35
142.250.183.227,192.168.118.134,443,49268,TCP,1,0,60.0
142.250.183.227,192.168.118.134,443,49280,TCP,1,0,60.0
142.250.183.227,192.168.118.134,443,49290,TCP,1,0,60.0
192.168.118.134,142.250.183.227,49342,443,TCP,11,0.680009,246.64
192.168.118.134,142.250.183.227,49358,443,TCP,11,0.680720,246.64
216.58.196.99,192.168.118.134,443,59035,UDP,11,0.192221,545.64
142.250.183.227,192.168.118.134,443,36975,UDP,74,0.254085,1155.27
192.168.118.134,142.250.183.227,34287,443,UDP,5,0.215261,845.2
142.250.183.227,192.168.118.134,443,49298,TCP,12,0.584933,546.75
142.250.183.227,192.168.118.134,443,49328,TCP,17,140.066971,407.82
142.250.183.227,192.168.118.134,443,49314,TCP,12,0.616695,546.25
192.168.118.134,142.250.193.155,42458,443,UDP,19,9.650452,336.0
142.250.183.227,192.168.118.134,443,49342,TCP,11,0.583678,591.0
142.250.183.227,192.168.118.134,443,49358,TCP,11,0.584014,590.91
142.250.183.227,192.168.118.134,443,34287,UDP,9,0.096273,588.22
192.168.118.134,172.217.26.40,38275,443,UDP,43,1.957814,195.42
142.250.193.155,192.168.118.134,443,42458,UDP,35,9.519594,736.17
172.217.26.40,192.168.118.134,443,38275,UDP,123,1.870724,1202.95
192.168.118.134,216.58.196.99,56184,443,UDP,445,3.845842,123.46
216.58.196.99,192.168.118.134,443,56184,UDP,26384,3.786847,1283.84
192.168.118.134,142.250.193.138,58979,443,UDP,5,0.266202,845.4
142.250.193.138,192.168.118.134,443,58979,UDP,9,0.123204,588.11
192.168.118.2,192.168.118.134,53,55050,UDP,2,0.756763,103.0
192.168.118.134,192.168.118.2,36300,53,UDP,1,0,77.0
192.168.118.134,192.168.118.2,35555,53,UDP,2,0.000083,77.0
192.168.118.2,192.168.118.134,53,35555,UDP,2,0.000002,99.0
192.168.118.134,192.168.118.2,34552,53,UDP,1,0,71.0
192.168.118.134,192.168.118.2,52206,53,UDP,2,0.000064,71.0
192.168.118.134,142.250.183.227,49372,443,TCP,2,0.087999,64.0
192.168.118.134,142.250.183.227,49388,443,TCP,2,0.087880,64.0
192.168.118.134,142.250.183.227,49392,443,TCP,2,0.087783,64.0
192.168.118.134,142.250.183.227,49398,443,TCP,2,0.087358,64.0
192.168.118.134,142.250.183.227,49414,443,TCP,2,0.087280,64.0
192.168.118.2,192.168.118.134,53,36300,UDP,1,0,102.0
192.168.118.2,192.168.118.134,53,52206,UDP,2,0.010274,159.0
192.168.118.134,142.250.183.227,60538,443,UDP,32,0.648319,231.5
192.168.118.2,192.168.118.134,53,34552,UDP,1,0,145.0
192.168.118.134,216.239.34.21,37332,443,TCP,21,139.240479,179.62
192.168.118.134,216.239.34.21,37346,443,TCP,2,1.046359,64.0
192.168.118.134,142.250.183.227,49424,443,TCP,9,0.566734,289.44
192.168.118.134,142.250.183.227,49440,443,TCP,11,0.565950,246.64
192.168.118.134,142.250.183.227,49448,443,TCP,10,0.533241,265.9
192.168.118.134,142.250.183.227,49464,443,TCP,15,107.767819,201.4
192.168.118.134,142.250.183.227,49470,443,TCP,10,0.566028,265.9
142.250.183.227,192.168.118.134,443,49398,TCP,1,0,60.0
142.250.183.227,192.168.118.134,443,49372,TCP,1,0,60.0
142.250.183.227,192.168.118.134,443,49414,TCP,1,0,60.0
142.250.183.227,192.168.118.134,443,49388,TCP,1,0,60.0
142.250.183.227,192.168.118.134,443,49392,TCP,1,0,60.0
216.239.34.21,192.168.118.134,443,37332,TCP,21,139.185049,488.48
192.168.118.134,142.250.183.227,49476,443,TCP,10,0.532830,265.9
142.250.183.227,192.168.118.134,443,60538,UDP,368,0.533102,1267.13
192.168.118.134,142.250.183.227,36141,443,UDP,5,0.254261,845.2
142.250.183.227,192.168.118.134,443,49448,TCP,11,0.441416,591.0
142.250.183.227,192.168.118.134,443,49464,TCP,16,107.676142,431.62
142.250.183.227,192.168.118.134,443,49470,TCP,11,0.442863,591.0
142.250.183.227,192.168.118.134,443,49440,TCP,12,0.442421,546.17
142.250.183.227,192.168.118.134,443,49424,TCP,10,0.442602,644.7
142.250.183.227,192.168.118.134,443,49476,TCP,11,0.442502,591.0
192.168.118.134,192.168.118.2,40532,53,UDP,1,0,84.0
192.168.118.134,192.168.118.2,60451,53,UDP,2,0.000143,84.0
192.168.118.2,192.168.118.134,53,60451,UDP,2,0.000000,106.0
192.168.118.134,172.217.26.40,49708,443,TCP,11,0.665497,247.27
192.168.118.2,192.168.118.134,53,40532,UDP,1,0,141.0
192.168.118.134,172.217.26.40,49720,443,TCP,52,1.078359,101.08
142.250.183.227,192.168.118.134,443,36141,UDP,9,0.111307,587.78
172.217.26.40,192.168.118.134,443,49708,TCP,11,0.565162,644.09
172.217.26.40,192.168.118.134,443,49720,TCP,61,0.996482,2352.26
192.168.118.134,142.250.193.113,52588,443,TCP,13,0.846597,217.31
192.168.118.134,142.250.193.113,52590,443,TCP,46,2.222329,109.3
192.168.118.134,142.250.193.113,52606,443,TCP,12,0.845526,230.92
142.250.193.113,192.168.118.134,443,52588,TCP,13,0.758811,509.23
142.250.193.113,192.168.118.134,443,52590,TCP,49,2.132538,2335.18
142.250.193.113,192.168.118.134,443,52606,TCP,12,0.755788,547.17
192.168.118.134,192.168.118.2,38497,53,UDP,1,0,81.0
192.168.118.134,192.168.118.2,35759,53,UDP,2,0.000050,81.0
192.168.118.2,192.168.118.134,53,35759,UDP,2,0.992648,169.0
192.168.118.134,172.217.26.40,33111,443,UDP,34,2.613525,198.53
172.217.26.40,192.168.118.134,443,33111,UDP,244,2.671818,1248.96
216.239.34.21,192.168.118.134,443,37346,TCP,1,0,60.0
192.168.118.134,192.168.118.2,34818,53,UDP,1,0,84.0
192.168.118.134,192.168.118.2,38801,53,UDP,2,0.000059,84.0
192.168.118.134,142.250.193.113,58164,443,UDP,78,7.513509,138.33
192.168.118.2,192.168.118.134,53,38801,UDP,2,0.000000,106.0
192.168.118.134,216.239.38.21,42102,443,TCP,68,137.197101,99.53
192.168.118.2,192.168.118.134,53,34818,UDP,1,0,141.0
192.168.118.134,142.250.193.78,52874,443,TCP,17,0.926863,241.94
192.168.118.134,142.250.193.78,52884,443,TCP,10,0.405602,266.6
216.239.38.21,192.168.118.134,443,42102,TCP,98,137.143145,2254.85
142.250.193.113,192.168.118.134,443,58164,UDP,806,7.535797,1267.94
142.250.193.78,192.168.118.134,443,52874,TCP,18,0.845645,452.0
142.250.193.78,192.168.118.134,443,52884,TCP,11,0.321344,644.09
192.168.118.134,192.168.118.2,35589,53,UDP,1,0,79.0
192.168.118.134,192.168.118.2,35087,53,UDP,2,0.000074,79.0
192.168.118.2,192.168.118.134,53,35589,UDP,1,0,153.0
192.168.118.2,192.168.118.134,53,35087,UDP,2,0.000001,101.0
192.168.118.134,216.239.32.29,57810,443,TCP,10,1.318301,266.1
216.239.32.29,192.168.118.134,443,57810,TCP,10,1.264060,644.9
192.168.118.134,216.239.32.29,57820,443,TCP,41,3.287993,123.32
216.239.32.29,192.168.118.134,443,57820,TCP,47,3.247676,1903.81
192.168.118.134,142.250.193.78,45923,443,UDP,14,11.969342,680.71
142.250.193.78,192.168.118.134,443,45923,UDP,17,11.993566,377.47
192.168.118.134,192.168.118.2,39075,53,UDP,1,0,79.0
192.168.118.134,192.168.118.2,45620,53,UDP,2,0.000055,79.0
192.168.118.2,192.168.118.134,53,39075,UDP,1,0,153.0
192.168.118.2,192.168.118.134,53,45620,UDP,2,0.002835,101.0
192.168.118.134,216.239.32.29,57824,443,TCP,22,2.392338,169.5
192.168.118.134,192.168.118.2,39947,53,UDP,1,0,80.0
192.168.118.134,192.168.118.2,47887,53,UDP,2,0.000039,80.0
192.168.118.134,192.168.118.2,52361,53,UDP,1,0,75.0
192.168.118.134,192.168.118.2,59500,53,UDP,2,0.000064,75.0
192.168.118.134,192.168.118.2,50701,53,UDP,1,0,75.0
192.168.118.134,192.168.118.2,58449,53,UDP,2,0.000056,75.0
192.168.118.2,192.168.118.134,53,47887,UDP,2,0.000001,102.0
192.168.118.2,192.168.118.134,53,59500,UDP,2,0.000000,97.0
192.168.118.134,142.250.193.138,45006,443,TCP,20,1.085030,185.95
192.168.118.134,216.58.196.99,49064,443,TCP,10,1.135132,265.7
192.168.118.134,192.168.118.2,33668,53,UDP,1,0,75.0
192.168.118.134,192.168.118.2,38947,53,UDP,2,0.000001,75.0
192.168.118.2,192.168.118.134,53,39947,UDP,1,0,137.0
192.168.118.2,192.168.118.134,53,52361,UDP,1,0,132.0
192.168.118.2,192.168.118.134,53,50701,UDP,1,0,146.0
192.168.118.134,216.58.196.99,49070,443,TCP,30,1.685000,140.93
192.168.118.134,142.250.193.138,45010,443,TCP,11,0.885733,248.36
192.168.118.134,216.58.196.99,49072,443,TCP,11,1.114909,246.45
192.168.118.134,216.58.196.99,49088,443,TCP,11,1.124732,246.45
216.239.32.29,192.168.118.134,443,57824,TCP,22,2.350052,1675.68
192.168.118.2,192.168.118.134,53,58449,UDP,2,0.000000,118.0
192.168.118.134,192.168.118.2,45796,53,UDP,1,0,79.0
192.168.118.134,192.168.118.2,34356,53,UDP,2,0.000080,79.0
192.168.118.134,142.251.223.206,51804,443,TCP,2,1.085436,64.0
192.168.118.134,142.251.223.206,51818,443,TCP,25,1.693179,151.8
192.168.118.2,192.168.118.134,53,33668,UDP,1,0,124.0
192.168.118.2,192.168.118.134,53,38947,UDP,2,0.000000,293.0
192.168.118.134,142.251.220.78,54188,443,TCP,2,0.056321,64.0
192.168.118.134,192.168.118.2,47088,53,UDP,2,0.000147,83.0
192.168.118.2,192.168.118.134,53,47088,UDP,2,0.000001,267.0
192.168.118.134,142.250.207.142,36768,443,TCP,21,2.329020,183.76
192.168.118.134,142.250.207.142,36776,443,TCP,13,0.804406,216.85
192.168.118.134,216.239.32.29,57840,443,TCP,10,0.791408,266.1
192.168.118.2,192.168.118.134,53,34356,UDP,2,0.000066,101.0
192.168.118.2,192.168.118.134,53,45796,UDP,1,0,136.0
142.250.193.138,192.168.118.134,443,45006,TCP,20,1.023166,672.5
192.168.118.134,172.217.24.74,56246,443,TCP,17,2.314475,200.24
192.168.118.134,172.217.24.74,56258,443,TCP,10,0.829942,267.7
216.58.196.99,192.168.118.134,443,49064,TCP,10,1.063340,644.7
216.239.32.29,192.168.118.134,443,57840,TCP,10,0.747912,644.9
216.58.196.99,192.168.118.134,443,49072,TCP,11,1.047485,591.0
142.251.220.78,192.168.118.134,443,54188,TCP,1,0,60.0
142.250.193.138,192.168.118.134,443,45010,TCP,11,0.814523,628.55
142.250.207.142,192.168.118.134,443,36776,TCP,13,0.754413,702.0
142.250.207.142,192.168.118.134,443,36768,TCP,24,2.278647,975.5
216.58.196.99,192.168.118.134,443,49070,TCP,30,1.605145,1264.47
216.58.196.99,192.168.118.134,443,49088,TCP,11,1.041024,590.91
142.251.223.206,192.168.118.134,443,51818,TCP,25,1.603306,1317.64
192.168.118.134,192.168.118.2,43405,53,UDP,1,0,84.0
192.168.118.134,192.168.118.2,54811,53,UDP,2,0.000060,84.0
192.168.118.2,192.168.118.134,53,54811,UDP,2,0.002360,106.0
172.217.24.74,192.168.118.134,443,56246,TCP,18,2.256887,861.72
192.168.118.134,172.217.26.40,49736,443,TCP,57,2.141500,97.7
172.217.24.74,192.168.118.134,443,56258,TCP,10,0.763763,686.1
192.168.118.2,192.168.118.134,53,43405,UDP,1,0,141.0
192.168.118.134,172.217.26.40,49744,443,TCP,11,1.647724,247.27
172.217.26.40,192.168.118.134,443,49736,TCP,72,2.076597,1980.69
172.217.26.40,192.168.118.134,443,49744,TCP,11,1.584360,644.09
192.168.118.134,192.168.118.2,57822,53,UDP,1,0,80.0
192.168.118.134,192.168.118.2,59536,53,UDP,2,0.000093,80.0
192.168.118.134,192.168.118.2,49303,53,UDP,1,0,75.0
192.168.118.134,192.168.118.2,46727,53,UDP,2,0.000037,75.0
192.168.118.2,192.168.118.134,53,59536,UDP,2,0.000193,102.0
192.168.118.134,142.250.193.138,45022,443,TCP,20,2.011554,190.95
192.168.118.2,192.168.118.134,53,46727,UDP,2,0.000001,97.0
192.168.118.134,216.58.196.99,49090,443,TCP,12,2.166768,230.42
192.168.118.134,216.58.196.99,49094,443,TCP,10,1.610340,265.7
192.168.118.134,142.251.223.206,51820,443,TCP,2,1.099410,64.0
192.168.118.2,192.168.118.134,53,57822,UDP,1,0,137.0
192.168.118.2,192.168.118.134,53,49303,UDP,1,0,132.0
192.168.118.134,142.250.193.138,45030,443,TCP,11,1.591244,248.36
192.168.118.134,216.58.196.99,49106,443,TCP,10,2.124442,265.7
192.168.118.134,216.58.196.99,49116,443,TCP,642,5.929940,64.29
192.168.118.134,216.58.196.99,49118,443,TCP,11,1.590875,246.45
192.168.118.134,216.58.196.99,49134,443,TCP,12,2.050551,230.42
192.168.118.2,192.168.118.134,53,38497,UDP,1,0,155.0
142.250.193.138,192.168.118.134,443,45022,TCP,20,1.933391,648.8
216.58.196.99,192.168.118.134,443,49094,TCP,9,1.516028,709.78
216.58.196.99,192.168.118.134,443,49090,TCP,12,2.088843,546.25
216.58.196.99,192.168.118.134,443,49116,TCP,1058,5.871574,3118.66
216.58.196.99,192.168.118.134,443,49134,TCP,12,1.984172,546.33
142.250.193.138,192.168.118.134,443,45030,TCP,10,1.501517,685.4
216.58.196.99,192.168.118.134,443,49106,TCP,10,2.056776,644.7
216.58.196.99,192.168.118.134,443,49118,TCP,10,1.496765,644.1
192.168.118.134,216.239.32.29,32958,443,UDP,16,2.938196,268.5
216.239.32.29,192.168.118.134,443,32958,UDP,25,2.985646,618.72
192.168.118.134,172.217.24.74,44812,443,UDP,11,1.424000,317.82
192.168.118.134,216.239.32.29,36772,443,UDP,11,1.394718,317.45
192.168.118.134,192.168.118.2,50403,53,UDP,1,0,80.0
192.168.118.134,192.168.118.2,35019,53,UDP,2,0.000001,80.0
192.168.118.2,192.168.118.134,53,35019,UDP,2,0.000001,102.0
192.168.118.134,142.250.193.138,45046,443,TCP,23,2.198254,166.83
192.168.118.134,192.168.118.2,48344,53,UDP,1,0,75.0
192.168.118.134,192.168.118.2,59392,53,UDP,2,0.000048,75.0
192.168.118.134,192.168.118.2,51667,53,UDP,1,0,84.0
192.168.118.134,192.168.118.2,56616,53,UDP,1,0,75.0
192.168.118.134,192.168.118.2,46621,53,UDP,2,0.000059,84.0
192.168.118.2,192.168.118.134,53,59392,UDP,2,0.002816,97.0
192.168.118.2,192.168.118.134,53,46621,UDP,2,0.002671,106.0
192.168.118.134,216.58.196.99,49142,443,TCP,11,2.221382,246.45
192.168.118.134,142.251.220.78,54198,443,TCP,2,0.063991,64.0
192.168.118.134,172.217.26.40,49750,443,TCP,10,2.212381,266.6
192.168.118.134,216.58.196.99,49154,443,TCP,31,2.400521,138.87
192.168.118.134,142.251.220.78,54371,443,UDP,14,1.343418,350.93
192.168.118.2,192.168.118.134,53,50403,UDP,1,0,137.0
192.168.118.2,192.168.118.134,53,48344,UDP,1,0,132.0
192.168.118.2,192.168.118.134,53,51667,UDP,1,0,141.0
192.168.118.2,192.168.118.134,53,56616,UDP,1,0,124.0
216.239.32.29,192.168.118.134,443,36772,UDP,15,1.339455,650.13
172.217.24.74,192.168.118.134,443,44812,UDP,15,1.354055,673.6
192.168.118.134,192.168.118.2,52131,53,UDP,2,0.000064,83.0
192.168.118.134,142.250.193.138,49794,443,UDP,6,0.306825,716.83
192.168.118.134,172.217.26.40,49760,443,TCP,66,2.616911,91.44
192.168.118.134,216.58.196.99,49164,443,TCP,11,1.835287,246.45
192.168.118.134,216.58.196.99,49178,443,TCP,11,1.828322,246.45
192.168.118.134,142.250.193.138,45058,443,TCP,11,1.794883,248.36
192.168.118.2,192.168.118.134,53,52131,UDP,2,0.000717,267.0
192.168.118.134,142.251.221.238,39984,443,TCP,19,2.054034,183.74
192.168.118.134,142.251.221.238,39992,443,TCP,12,1.782270,230.42
142.250.193.138,192.168.118.134,443,45046,TCP,23,2.119155,479.7
142.251.220.78,192.168.118.134,443,54198,TCP,1,0,60.0
216.58.196.99,192.168.118.134,443,49154,TCP,31,2.338092,1236.71
216.58.196.99,192.168.118.134,443,49142,TCP,11,2.148935,591.0
142.251.220.78,192.168.118.134,443,54371,UDP,17,1.292735,730.94
172.217.26.40,192.168.118.134,443,49750,TCP,10,2.133563,703.1
