src_ip,dst_ip,src_port,dst_port,protocol,packet_count,duration,total_bytes,avg_packet_size,min_iat,max_iat,mean_iat,std_iat,bytes_per_second,packets_per_second,avg_bytes_per_packet,dns_query_length,dns_subdomain_depth,dns_entropy,flag_high_packet,flag_long_duration,flag_high_dns_entropy,flag_deep_dns,suspicion_score,ml_anomaly_score,ml_score_normalized,rule_score_normalized,final_threat_score,severity
192.168.118.2,192.168.118.134,53,44983,UDP,2,0.004428,256,128.0,0.004428,0.004428,0.004428,0.0,57815.09,451.68,128.0,17,2,3.22,False,False,False,False,0,0.1215905785143622,0.8196511066879599,0.0,0.327860442675184,MEDIUM
192.168.118.134,103.102.166.224,42726,443,TCP,9,0.564892,2605,289.44,0.000142,0.195123,0.070612,0.06883,4611.5,15.93,289.44,0,0,0.0,False,False,False,False,0,0.1887670311104926,0.9924922787964954,0.0,0.3969969115185982,MEDIUM
192.168.118.134,103.102.166.224,42728,443,TCP,45,121.334409,6085,135.22,1.5e-05,58.776728,2.7576,12.186616,50.15,0.37,135.22,0,0,0.0,False,False,False,False,0,0.0534494999787054,0.6443280071838767,0.0,0.2577312028735507,LOW
103.102.166.224,192.168.118.134,443,42728,TCP,53,121.223799,106437,2008.25,0.0,58.777639,2.331227,11.254753,878.02,0.44,2008.25,0,0,0.0,False,False,False,False,0,-0.0480651683898798,0.3831365689797366,0.0,0.1532546275918946,LOW
103.102.166.224,192.168.118.134,443,42726,TCP,10,0.453167,4307,430.7,9.4e-05,0.194566,0.050352,0.067855,9504.22,22.07,430.7,0,0,0.0,False,False,False,False,0,0.1862240701657632,0.9859493856646456,0.0,0.3943797542658582,MEDIUM
192.168.118.134,192.168.118.2,56611,53,UDP,1,0.0,81,81.0,0.0,0.0,0.0,0.0,0.0,0.0,81.0,21,2,3.618,False,False,False,False,0,0.1554149468654454,0.9066792727446004,0.0,0.3626717090978402,MEDIUM
192.168.118.134,192.168.118.2,58247,53,UDP,2,0.000206,162,81.0,0.000206,0.000206,0.000206,0.0,786432.0,9709.04,81.0,21,2,3.618,False,False,False,False,0,0.1525578162884754,0.8993280391098091,0.0,0.3597312156439236,MEDIUM
192.168.118.2,192.168.118.134,53,58247,UDP,2,2e-06,244,122.0,2e-06,2e-06,2e-06,0.0,113712241.78,932067.56,122.0,21,2,3.618,False,False,False,False,0,0.0662635768147152,0.6772978943129323,0.0,0.2709191577251729,LOW
192.168.118.2,192.168.118.134,53,56611,UDP,1,0.0,151,151.0,0.0,0.0,0.0,0.0,0.0,0.0,151.0,21,2,3.618,False,False,False,False,0,0.1513721397391421,0.8962773611325059,0.0,0.3585109444530023,MEDIUM
192.168.118.134,103.102.166.224,42730,443,TCP,9,0.543363,2609,289.89,0.000114,0.212929,0.06792,0.072627,4801.58,16.56,289.89,0,0,0.0,False,False,False,False,0,0.1898512895203945,0.9952820136990316,0.0,0.3981128054796126,MEDIUM
192.168.118.134,103.102.166.224,42740,443,TCP,525,267.364771,62526,119.1,1.8e-05,58.319585,0.510238,4.603462,233.86,1.96,119.1,0,0,0.0,False,True,False,False,1,-0.0620177764520863,0.3472373060945498,0.5,0.4388949224378199,MEDIUM
103.102.166.224,192.168.118.134,443,42740,TCP,691,267.256889,1880542,2721.48,0.0,58.320421,0.387329,4.017722,7036.46,2.59,2721.48,0,0,0.0,True,True,False,False,2,-0.1606375715873729,0.0934942112222184,1.0,0.6373976844888873,HIGH
103.102.166.224,192.168.118.134,443,42730,TCP,10,0.434732,4322,432.2,1e-06,0.211976,0.048304,0.071065,9941.75,23.0,432.2,0,0,0.0,False,False,False,False,0,0.1852766885924531,0.9835118270375266,0.0,0.3934047308150106,MEDIUM
192.168.118.134,192.168.118.2,34189,53,UDP,1,0.0,80,80.0,0.0,0.0,0.0,0.0,0.0,0.0,80.0,20,2,3.684,False,False,False,False,0,0.1553471279629362,0.9065047785855938,0.0,0.3626019114342375,MEDIUM
192.168.118.134,192.168.118.2,34934,53,UDP,2,7.6e-05,160,80.0,7.6e-05,7.6e-05,7.6e-05,0.0,2103726.14,26296.58,80.0,20,2,3.684,False,False,False,False,0,0.1488438677195111,0.8897722617651808,0.0,0.3559089047060723,MEDIUM
192.168.118.2,192.168.118.134,53,34934,UDP,2,0.003297,204,102.0,0.003297,0.003297,0.003297,0.0,61877.21,606.64,102.0,20,2,3.684,False,False,False,False,0,0.1276986898575169,0.8353669279783076,0.0,0.3341467711913231,MEDIUM
192.168.118.2,192.168.118.134,53,34189,UDP,1,0.0,131,131.0,0.0,0.0,0.0,0.0,0.0,0.0,131.0,20,2,3.684,False,False,False,False,0,0.1558534381086058,0.9078074856450764,0.0,0.3631229942580306,MEDIUM
192.168.118.134,103.102.166.240,39748,443,TCP,9,0.523638,2608,289.78,9.6e-05,0.216018,0.065455,0.071534,4980.54,17.19,289.78,0,0,0.0,False,False,False,False,0,0.1898228230862843,0.995208771191468,0.0,0.3980835084765872,MEDIUM
192.168.118.134,103.102.166.240,39754,443,TCP,118,262.112826,13892,117.73,3.2e-05,59.602455,2.240281,10.426976,53.0,0.45,117.73,0,0,0.0,False,True,False,False,1,-0.0184971692075504,0.4592133404982198,0.5,0.4836853361992879,MEDIUM
192.168.118.134,103.102.166.240,39758,443,TCP,2,0.082973,128,64.0,0.082973,0.082973,0.082973,0.0,1542.67,24.1,64.0,0,0,0.0,False,False,False,False,0,0.1330730321051413,0.849194803334818,0.0,0.3396779213339272,MEDIUM
192.168.118.134,103.102.166.240,39766,443,TCP,2,0.082951,128,64.0,0.082951,0.082951,0.082951,0.0,1543.08,24.11,64.0,0,0,0.0,False,False,False,False,0,0.1330730321051413,0.849194803334818,0.0,0.3396779213339272,MEDIUM
192.168.118.134,103.102.166.240,39772,443,TCP,2,0.082902,128,64.0,0.082902,0.082902,0.082902,0.0,1543.99,24.12,64.0,0,0,0.0,False,False,False,False,0,0.1330730321051413,0.849194803334818,0.0,0.3396779213339272,MEDIUM
192.168.118.134,103.102.166.240,39776,443,TCP,2,0.08286,128,64.0,0.08286,0.08286,0.08286,0.0,1544.77,24.14,64.0,0,0,0.0,False,False,False,False,0,0.1346193975528563,0.8531735132273763,0.0,0.3412694052909505,MEDIUM
192.168.118.134,103.102.166.240,39780,443,TCP,2,0.107589,128,64.0,0.107589,0.107589,0.107589,0.0,1189.71,18.59,64.0,0,0,0.0,False,False,False,False,0,0.120876481227906,0.8178137751942495,0.0,0.3271255100776998,MEDIUM
192.168.118.134,103.102.166.240,39784,443,TCP,9,0.59446,2608,289.78,0.000111,0.218621,0.074308,0.079195,4387.17,15.14,289.78,0,0,0.0,False,False,False,False,0,0.1897786185338896,0.9950950354052936,0.0,0.3980380141621174,MEDIUM
192.168.118.134,103.102.166.240,39794,443,TCP,10,0.593351,2662,266.2,0.000678,0.21716,0.065928,0.076892,4486.38,16.85,266.2,0,0,0.0,False,False,False,False,0,0.1877457122840952,0.9898644838441134,0.0,0.3959457935376453,MEDIUM
192.168.118.134,103.102.166.240,39796,443,TCP,9,0.592598,2608,289.78,0.000169,0.215821,0.074075,0.077964,4400.96,15.19,289.78,0,0,0.0,False,False,False,False,0,0.188694120599867,0.9923046842208884,0.0,0.3969218736883553,MEDIUM
192.168.118.134,103.102.166.240,39808,443,TCP,10,0.589948,2662,266.2,3.1e-05,0.234383,0.06555,0.080855,4512.26,16.95,266.2,0,0,0.0,False,False,False,False,0,0.1905516190962781,0.997083921660527,0.0,0.3988335686642108,MEDIUM
103.102.166.240,192.168.118.134,443,39748,TCP,10,0.440422,3628,362.8,1e-06,0.215578,0.048936,0.071437,8237.55,22.71,362.8,0,0,0.0,False,False,False,False,0,0.1882998715646116,0.991290303992062,0.0,0.3965161215968248,MEDIUM
103.102.166.240,192.168.118.134,443,39758,TCP,1,0.0,60,60.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,0,0,0.0,False,False,False,False,0,0.1722897663672,0.9500972186033736,0.0,0.3800388874413494,MEDIUM
103.102.166.240,192.168.118.134,443,39754,TCP,127,262.030198,256341,2018.43,0.0,59.603624,2.079605,10.06453,978.29,0.48,2018.43,0,0,0.0,False,True,False,False,1,-0.1050585848141476,0.2364957667857882,0.5,0.3945983067143153,MEDIUM
103.102.166.240,192.168.118.134,443,39766,TCP,1,0.0,60,60.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,0,0,0.0,False,False,False,False,0,0.1722897663672,0.9500972186033736,0.0,0.3800388874413494,MEDIUM
103.102.166.240,192.168.118.134,443,39772,TCP,1,0.0,60,60.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,0,0,0.0,False,False,False,False,0,0.1722897663672,0.9500972186033736,0.0,0.3800388874413494,MEDIUM
103.102.166.240,192.168.118.134,443,39776,TCP,1,0.0,60,60.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,0,0,0.0,False,False,False,False,0,0.1722897663672,0.9500972186033736,0.0,0.3800388874413494,MEDIUM
103.102.166.240,192.168.118.134,443,39780,TCP,1,0.0,60,60.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,0,0,0.0,False,False,False,False,0,0.1722897663672,0.9500972186033736,0.0,0.3800388874413494,MEDIUM
103.102.166.240,192.168.118.134,443,39808,TCP,11,0.503443,3683,334.82,0.0,0.234013,0.050344,0.079043,7315.62,21.85,334.82,0,0,0.0,False,False,False,False,0,0.1904624128170479,0.9968543990039156,0.0,0.3987417596015662,MEDIUM
103.102.166.240,192.168.118.134,443,39794,TCP,11,0.48798,3688,335.27,0.0,0.216741,0.048798,0.074644,7557.68,22.54,335.27,0,0,0.0,False,False,False,False,0,0.1900907179455556,0.9958980493490492,0.0,0.3983592197396197,MEDIUM
103.102.166.240,192.168.118.134,443,39796,TCP,10,0.487981,3628,362.8,1e-06,0.215309,0.05422,0.07711,7434.71,20.49,362.8,0,0,0.0,False,False,False,False,0,0.188673591396391,0.992251863753982,0.0,0.3969007455015927,MEDIUM
103.102.166.240,192.168.118.134,443,39784,TCP,10,0.487147,3630,363.0,0.0,0.218061,0.054127,0.077639,7451.55,20.53,363.0,0,0,0.0,False,False,False,False,0,0.188673591396391,0.992251863753982,0.0,0.3969007455015927,MEDIUM
192.168.118.134,192.168.118.2,46506,53,UDP,1,0.0,78,78.0,0.0,0.0,0.0,0.0,0.0,0.0,78.0,18,2,3.461,False,False,False,False,0,0.156861135297859,0.910400232903824,0.0,0.3641600931615296,MEDIUM
192.168.118.134,192.168.118.2,44334,53,UDP,2,7.4e-05,156,78.0,7.4e-05,7.4e-05,7.4e-05,0.0,2103895.25,26973.02,78.0,18,2,3.461,False,False,False,False,0,0.1491107081799741,0.8904588270149072,0.0,0.3561835308059629,MEDIUM
192.168.118.2,192.168.118.134,53,46506,UDP,1,0.0,148,148.0,0.0,0.0,0.0,0.0,0.0,0.0,148.0,18,2,3.461,False,False,False,False,0,0.1539897170636151,0.9030122379436804,0.0,0.3612048951774722,MEDIUM
192.168.118.2,192.168.118.134,53,44334,UDP,2,1e-06,238,119.0,1e-06,1e-06,1e-06,0.0,199648870.4,1677721.6,119.0,18,2,3.461,False,False,False,False,0,0.0424548182753562,0.6160393197178671,0.0,0.2464157278871468,LOW
192.168.118.134,103.102.166.224,43712,443,TCP,11,0.496133,2714,246.73,6.4e-05,0.230158,0.049613,0.070674,5470.31,22.17,246.73,0,0,0.0,False,False,False,False,0,0.1909213954110833,0.9980353349787198,0.0,0.3992141339914879,MEDIUM
192.168.118.134,103.102.166.224,43722,443,TCP,9,0.526623,2606,289.56,0.000125,0.232138,0.065828,0.076881,4948.51,17.09,289.56,0,0,0.0,False,False,False,False,0,0.1898228230862843,0.995208771191468,0.0,0.3980835084765872,MEDIUM
103.102.166.224,192.168.118.134,443,43712,TCP,12,0.421366,4429,369.08,1e-06,0.229753,0.038306,0.06889,10511.05,28.48,369.08,0,0,0.0,False,False,False,False,0,0.1881226544998592,0.9908343346158046,0.0,0.3963337338463218,MEDIUM
103.102.166.224,192.168.118.134,443,43722,TCP,10,0.451931,4321,432.1,8.3e-05,0.231718,0.050215,0.076617,9561.19,22.13,432.1,0,0,0.0,False,False,False,False,0,0.186400134869114,0.986402390080896,0.0,0.3945609560323584,MEDIUM
192.168.118.134,192.168.118.2,51052,53,UDP,2,0.000241,156,78.0,0.000241,0.000241,0.000241,0.0,647192.31,8297.34,78.0,18,2,3.684,False,False,False,False,0,0.1511874127601097,0.8958020691761415,0.0,0.3583208276704566,MEDIUM
192.168.118.134,192.168.118.2,40045,53,UDP,1,0.0,78,78.0,0.0,0.0,0.0,0.0,0.0,0.0,78.0,18,2,3.684,False,False,False,False,0,0.1550289808643126,0.9056862042890376,0.0,0.362274481715615,MEDIUM
192.168.118.2,192.168.118.134,53,40045,UDP,1,0.0,148,148.0,0.0,0.0,0.0,0.0,0.0,0.0,148.0,18,2,3.684,False,False,False,False,0,0.1518697502911616,0.8975576846348752,0.0,0.3590230738539501,MEDIUM
192.168.118.2,192.168.118.134,53,51052,UDP,2,0.0,238,119.0,0.0,0.0,0.0,0.0,0.0,0.0,119.0,18,2,3.684,False,False,False,False,0,0.1598198413954561,0.9180128145462016,0.0,0.3672051258184806,MEDIUM
192.168.118.134,103.102.166.224,43728,443,TCP,9,0.610636,2606,289.56,0.000131,0.210184,0.076329,0.07688,4267.68,14.74,289.56,0,0,0.0,False,False,False,False,0,0.1895994723433484,0.994634102498668,0.0,0.3978536409994672,MEDIUM
192.168.118.134,103.102.166.224,43738,443,TCP,9,0.532033,2606,289.56,0.000227,0.229945,0.066504,0.075518,4898.19,16.92,289.56,0,0,0.0,False,False,False,False,0,0.1881321986630345,0.9908588912020228,0.0,0.3963435564808091,MEDIUM
103.102.166.224,192.168.118.134,443,43738,TCP,10,0.435017,4323,432.3,1e-06,0.229147,0.048335,0.074314,9937.55,22.99,432.3,0,0,0.0,False,False,False,False,0,0.1852766885924531,0.9835118270375266,0.0,0.3934047308150106,MEDIUM
103.102.166.224,192.168.118.134,443,43728,TCP,10,0.497181,4323,432.3,1e-06,0.209745,0.055242,0.076582,8695.02,20.11,432.3,0,0,0.0,False,False,False,False,0,0.1862742057467442,0.9860783816483006,0.0,0.3944313526593203,MEDIUM
192.168.118.134,172.217.24.238,33453,443,UDP,12,2.895191,9487,790.58,0.000132,2.265882,0.263199,0.636078,3276.81,4.14,790.58,0,0,0.0,False,False,False,False,0,0.1571724934310046,0.9112013395803248,0.0,0.3644805358321299,MEDIUM
192.168.118.134,172.217.24.238,54896,443,TCP,17,99.318704,3724,219.06,4e-05,58.772342,6.207419,16.660206,37.5,0.17,219.06,0,0,0.0,False,False,False,False,0,0.069206781948283,0.6848705928610396,0.0,0.2739482371444158,LOW
172.217.24.238,192.168.118.134,443,33453,UDP,17,2.913665,7324,430.82,0.0,2.229999,0.182104,0.532219,2513.67,5.83,430.82,0,0,0.0,False,False,False,False,0,0.170929148494269,0.9465964266017016,0.0,0.3786385706406807,MEDIUM
172.217.24.238,192.168.118.134,443,54896,TCP,17,99.235488,3053,179.59,0.0,58.772338,6.202218,16.668552,30.77,0.17,179.59,0,0,0.0,False,False,False,False,0,0.0653917520623879,0.6750547390666821,0.0,0.2700218956266728,LOW
192.168.118.134,172.236.180.15,36103,123,UDP,1,0.0,90,90.0,0.0,0.0,0.0,0.0,0.0,0.0,90.0,0,0,0.0,False,False,False,False,0,0.1764087815620117,0.960695209218989,0.0,0.3842780836875956,MEDIUM
172.236.180.15,192.168.118.134,123,36103,UDP,1,0.0,90,90.0,0.0,0.0,0.0,0.0,0.0,0.0,90.0,0,0,0.0,False,False,False,False,0,0.1764087815620117,0.960695209218989,0.0,0.3842780836875956,MEDIUM
192.168.118.134,192.168.118.2,56551,53,UDP,1,0.0,90,90.0,0.0,0.0,0.0,0.0,0.0,0.0,90.0,30,2,3.92,False,False,True,False,1,0.1229644286712554,0.8231859445997878,0.5,0.6292743778399151,HIGH
192.168.118.134,192.168.118.2,33373,53,UDP,2,0.000119,180,90.0,0.000119,0.000119,0.000119,0.0,1509949.44,16777.22,90.0,30,2,3.92,False,False,True,False,1,0.1208995412533972,0.8178731073215161,0.5,0.6271492429286065,HIGH
192.168.118.2,192.168.118.134,53,33373,UDP,2,0.004184,262,131.0,0.004184,0.004184,0.004184,0.0,62619.39,478.01,131.0,30,2,3.92,False,False,True,False,1,0.0922791321743076,0.7442344309657394,0.5,0.5976937723862957,MEDIUM
192.168.118.2,192.168.118.134,53,56551,UDP,1,0.0,160,160.0,0.0,0.0,0.0,0.0,0.0,0.0,160.0,30,2,3.92,False,False,True,False,1,0.1230484427695111,0.8234021080715844,0.5,0.6293608432286337,HIGH
192.168.118.134,103.102.166.224,54418,443,TCP,10,0.497322,2672,267.2,0.000245,0.199222,0.055258,0.065915,5372.78,20.11,267.2,0,0,0.0,False,False,False,False,0,0.1890207588168672,0.9931451056795976,0.0,0.3972580422718391,MEDIUM
192.168.118.134,103.102.166.224,54428,443,TCP,10,0.465439,2672,267.2,0.000247,0.200289,0.051715,0.064073,5740.82,21.49,267.2,0,0,0.0,False,False,False,False,0,0.1886959973917844,0.9923095130991972,0.0,0.3969238052396788,MEDIUM
192.168.118.134,103.102.166.224,54432,443,TCP,9,0.465213,2618,290.89,6.9e-05,0.197445,0.058152,0.064286,5627.53,19.35,290.89,0,0,0.0,False,False,False,False,0,0.1898228230862843,0.995208771191468,0.0,0.3980835084765872,MEDIUM
192.168.118.134,103.102.166.224,54448,443,TCP,9,0.496294,2618,290.89,0.000238,0.202035,0.062037,0.067788,5275.1,18.13,290.89,0,0,0.0,False,False,False,False,0,0.1880203128789133,0.9905710154758952,0.0,0.3962284061903581,MEDIUM
103.102.166.224,192.168.118.134,443,54428,TCP,11,0.388575,4376,397.82,0.000268,0.199226,0.038858,0.062436,11261.66,28.31,397.82,0,0,0.0,False,False,False,False,0,0.1821116368410361,0.975368329824478,0.0,0.3901473319297912,MEDIUM
103.102.166.224,192.168.118.134,443,54418,TCP,11,0.420044,4376,397.82,1e-06,0.198236,0.042004,0.064768,10417.96,26.19,397.82,0,0,0.0,False,False,False,False,0,0.1871750273437644,0.9883961441182204,0.0,0.3953584576472881,MEDIUM
103.102.166.224,192.168.118.134,443,54448,TCP,10,0.420042,4323,432.3,1e-06,0.201403,0.046671,0.067547,10291.83,23.81,432.3,0,0,0.0,False,False,False,False,0,0.1851274984838594,0.983127969417188,0.0,0.3932511877668752,MEDIUM
103.102.166.224,192.168.118.134,443,54432,TCP,10,0.388575,4299,429.9,0.0,0.196705,0.043175,0.063637,11063.5,25.74,429.9,0,0,0.0,False,False,False,False,0,0.1862661787387746,0.9860577286156922,0.0,0.3944230914462769,MEDIUM
192.168.118.1,239.255.255.250,60450,1900,UDP,4,3.041758,848,212.0,1.012566,1.015337,1.013919,0.001132,278.79,1.32,212.0,0,0,0.0,False,False,False,False,0,0.0259744041643048,0.5736361563815486,0.0,0.2294544625526194,LOW
192.168.118.134,192.168.118.2,33299,53,UDP,2,0.00042,162,81.0,0.00042,0.00042,0.00042,0.0,385847.39,4763.55,81.0,21,2,3.618,False,False,False,False,0,0.15058414169619,0.8942498872171756,0.0,0.3576999548868702,MEDIUM
192.168.118.134,192.168.118.2,50210,53,UDP,2,0.000215,160,80.0,0.000215,0.000215,0.000215,0.0,744826.46,9310.33,80.0,20,2,3.684,False,False,False,False,0,0.1508844167387232,0.8950224777351419,0.0,0.3580089910940567,MEDIUM
192.168.118.2,192.168.118.134,53,50210,UDP,2,0.022173,204,102.0,0.022173,0.022173,0.022173,0.0,9200.31,90.2,102.0,20,2,3.684,False,False,False,False,0,0.083998114180312,0.7229278450860241,0.0,0.2891711380344097,LOW
192.168.118.2,192.168.118.134,53,33299,UDP,2,0.001497,244,122.0,0.001497,0.001497,0.001497,0.0,162989.36,1335.98,122.0,21,2,3.618,False,False,False,False,0,0.1342283173312327,0.8521672861748663,0.0,0.3408669144699465,MEDIUM
192.168.118.134,192.168.118.2,40000,53,UDP,4,128.548989,306,76.5,9.4e-05,128.548781,42.849663,60.598427,2.38,0.03,76.5,18,2,3.461,False,False,False,False,0,-0.1083051763134368,0.2281424724630231,0.0,0.0912569889852092,LOW
192.168.118.2,192.168.118.134,53,40000,UDP,4,128.53402,830,207.5,1e-06,128.528669,42.844673,60.587735,6.46,0.03,207.5,18,2,3.461,False,False,False,False,0,-0.1127661678179603,0.2166645963530173,0.0,0.0866658385412069,LOW
192.168.118.134,192.168.118.2,60594,53,UDP,2,8.8e-05,180,90.0,8.8e-05,8.8e-05,8.8e-05,0.0,2046001.95,22733.36,90.0,30,2,3.92,False,False,True,False,1,0.1196808172236744,0.8147374000664673,0.5,0.625894960026587,HIGH
192.168.118.2,192.168.118.134,53,60594,UDP,2,0.004221,262,131.0,0.004221,0.004221,0.004221,0.0,62071.15,473.83,131.0,30,2,3.92,False,False,True,False,1,0.0922791321743076,0.7442344309657394,0.5,0.5976937723862957,MEDIUM
192.168.118.134,192.168.118.2,53668,53,UDP,1,0.0,70,70.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,10,1,2.646,False,False,False,False,0,0.1287765698033377,0.8381402514574143,0.0,0.3352561005829657,MEDIUM
192.168.118.134,192.168.118.2,48312,53,UDP,2,0.001225,140,70.0,0.001225,0.001225,0.001225,0.0,114286.21,1632.66,70.0,10,1,2.646,False,False,False,False,0,0.1071805670227364,0.7825749709282466,0.0,0.3130299883712986,MEDIUM
192.168.118.134,192.168.118.2,59964,53,UDP,1,0.0,74,74.0,0.0,0.0,0.0,0.0,0.0,0.0,74.0,14,2,2.842,False,False,False,False,0,0.1464380245943537,0.8835821649441792,0.0,0.3534328659776717,MEDIUM
192.168.118.134,192.168.118.2,43537,53,UDP,2,0.000186,148,74.0,0.000186,0.000186,0.000186,0.0,795842.3,10754.63,74.0,14,2,2.842,False,False,False,False,0,0.1382899701341049,0.862617686635381,0.0,0.3450470746541524,MEDIUM
192.168.118.2,192.168.118.134,53,48312,UDP,2,0.016638,184,92.0,0.016638,0.016638,0.016638,0.0,11058.99,120.21,92.0,10,1,2.646,False,False,False,False,0,0.0819908695671484,0.7177633194488409,0.0,0.2871053277795363,LOW
192.168.118.2,192.168.118.134,53,43537,UDP,2,2e-06,192,96.0,2e-06,2e-06,2e-06,0.0,100663296.0,1048576.0,96.0,14,2,2.842,False,False,False,False,0,0.0562652662644939,0.6515728128622197,0.0,0.2606291251448879,LOW
192.168.118.134,142.250.193.68,35913,443,UDP,6,0.325662,7764,1294.0,0.00034,0.106021,0.065132,0.042259,23840.68,18.42,1294.0,0,0,0.0,False,False,False,False,0,0.1365231711193573,0.8580718137768495,0.0,0.3432287255107398,MEDIUM
192.168.118.2,192.168.118.134,53,53668,UDP,1,0.0,95,95.0,0.0,0.0,0.0,0.0,0.0,0.0,95.0,10,1,2.646,False,False,False,False,0,0.1344867845799757,0.8528323076295268,0.0,0.3411329230518107,MEDIUM
192.168.118.134,142.251.43.110,58686,443,UDP,9,0.315333,5056,561.78,0.000108,0.112596,0.039417,0.050151,16033.84,28.54,561.78,0,0,0.0,False,False,False,False,0,0.1853071319604705,0.9835901560830136,0.0,0.3934360624332054,MEDIUM
192.168.118.2,192.168.118.134,53,59964,UDP,1,0.0,99,99.0,0.0,0.0,0.0,0.0,0.0,0.0,99.0,14,2,2.842,False,False,False,False,0,0.1501435983433169,0.8931163943557261,0.0,0.3572465577422904,MEDIUM
192.168.118.134,142.251.43.110,41016,443,TCP,17,97.6252,3122,183.65,8.9e-05,59.302933,6.101575,16.458467,31.98,0.17,183.65,0,0,0.0,False,False,False,False,0,0.0619908088589304,0.6663043066332491,0.0,0.2665217226532996,LOW
192.168.118.134,142.250.193.68,49362,443,TCP,155,238.11026,23224,149.83,2.4e-05,58.022599,1.546171,7.293825,97.53,0.65,149.83,0,0,0.0,False,True,False,False,1,-0.0149457532684111,0.4683509306781623,0.5,0.4873403722712649,MEDIUM
142.251.43.110,192.168.118.134,443,58686,UDP,16,0.356805,12774,798.38,0.0,0.153973,0.023787,0.048796,35801.06,44.84,798.38,0,0,0.0,False,False,False,False,0,0.1760763122166903,0.95983978460047,0.0,0.383935913840188,MEDIUM
142.250.193.68,192.168.118.134,443,35913,UDP,9,0.202642,8017,890.78,0.0,0.107207,0.02533,0.043862,39562.39,44.41,890.78,0,0,0.0,False,False,False,False,0,0.1719955147080258,0.9493401259064382,0.0,0.3797360503625753,MEDIUM
142.251.43.110,192.168.118.134,443,41016,TCP,18,97.531023,9531,529.5,2e-06,59.346562,5.737119,16.042909,97.72,0.18,529.5,0,0,0.0,False,False,False,False,0,0.045378980024466,0.6235630207264582,0.0,0.2494252082905833,LOW
142.250.193.68,192.168.118.134,443,49362,TCP,207,238.005945,354683,1713.44,0.0,58.022859,1.155369,6.344003,1490.23,0.87,1713.44,0,0,0.0,False,True,False,False,1,-0.0981448117457775,0.2542845096361118,0.5,0.4017138038544447,MEDIUM
192.168.118.134,192.168.118.2,48026,53,UDP,2,8.6e-05,150,75.0,8.6e-05,8.6e-05,8.6e-05,0.0,1747626.67,23301.69,75.0,15,2,3.19,False,False,False,False,0,0.150836983882911,0.8949004357088335,0.0,0.3579601742835334,MEDIUM
192.168.118.2,192.168.118.134,53,48026,UDP,2,1e-06,194,97.0,1e-06,1e-06,1e-06,0.0,203423744.0,2097152.0,97.0,15,2,3.19,False,False,False,False,0,0.0263919165096539,0.5747103917773021,0.0,0.2298841567109208,LOW
192.168.118.134,216.58.196.99,51765,443,UDP,147,34.421681,45804,311.59,6.2e-05,14.624271,0.235765,1.489837,1330.67,4.27,311.59,0,0,0.0,False,False,False,False,0,0.1143358117071834,0.8009850064420068,0.0,0.3203940025768027,MEDIUM
192.168.118.134,192.168.118.2,38381,53,UDP,1,0.0,80,80.0,0.0,0.0,0.0,0.0,0.0,0.0,80.0,20,2,3.622,False,False,False,False,0,0.1565267271650479,0.9095398198959328,0.0,0.3638159279583731,MEDIUM
192.168.118.134,192.168.118.2,34703,53,UDP,2,0.000126,160,80.0,0.000126,0.000126,0.000126,0.0,1268598.56,15857.48,80.0,20,2,3.622,False,False,False,False,0,0.1539242493921189,0.9028437933676524,0.0,0.3611375173470609,MEDIUM
192.168.118.2,192.168.118.134,53,38381,UDP,1,0.0,137,137.0,0.0,0.0,0.0,0.0,0.0,0.0,137.0,20,2,3.622,False,False,False,False,0,0.1545957532855495,0.9045715344961364,0.0,0.3618286137984545,MEDIUM
192.168.118.2,192.168.118.134,53,34703,UDP,2,0.001475,204,102.0,0.001475,0.001475,0.001475,0.0,138296.11,1355.84,102.0,20,2,3.622,False,False,False,False,0,0.1368382007432714,0.8588823669892018,0.0,0.3435529467956807,MEDIUM
192.168.118.134,142.250.195.10,50294,443,TCP,11,0.752861,2732,248.36,0.000142,0.340087,0.075286,0.104696,3628.82,14.61,248.36,0,0,0.0,False,False,False,False,0,0.1898816595638628,0.9953601540846456,0.0,0.3981440616338582,MEDIUM
192.168.118.134,142.250.195.10,50304,443,TCP,20,1.43742,3667,183.35,7.4e-05,0.504005,0.075654,0.127819,2551.1,13.91,183.35,0,0,0.0,False,False,False,False,0,0.1848849891826058,0.9825040068491152,0.0,0.3930016027396461,MEDIUM
142.250.195.10,192.168.118.134,443,50294,TCP,11,0.687468,6913,628.45,2e-06,0.340672,0.068747,0.107129,10055.74,16.0,628.45,0,0,0.0,False,False,False,False,0,0.1852126639546891,0.9833470953047944,0.0,0.3933388381219178,MEDIUM
142.250.195.10,192.168.118.134,443,50304,TCP,20,1.371988,12719,635.95,1e-06,0.504021,0.07221,0.127932,9270.49,14.58,635.95,0,0,0.0,False,False,False,False,0,0.1823829116773132,0.9760663044696644,0.0,0.3904265217878658,MEDIUM
